116HG	Prader-Willi Syndrome
RAB1A	Alzheimer's Disease, Glioma
RAB25	Parkinson's Disease
RAB27A	Glioma
RAB29	Parkinson's Disease
RAB38	Multiple Sclerosis
RAB39B	Autism Spectrum Disorder, Epilepsy, Intellectual Disability
RAB3D	Alzheimer's Disease
RAB40AL	Muscular Dystrophy
RAB43	Glioma
RAB5C	Alzheimer's Disease
RAB7A	Charcot-Marie-Tooth Disease
RABEP1	Tuberous Sclerosis
RABEPKP1	Alzheimer's Disease
RABL6	Alzheimer's Disease
RAC1	Down Syndrome
RAC1P2	Alzheimer's Disease
RAD23BP2	Stroke
RAD51B	Multiple Sclerosis
RAI1	Parkinson's Disease
RALGAPA1	Tuberous Sclerosis
RALGAPA2	Tuberous Sclerosis
RALGAPB	Tuberous Sclerosis
RALGDS	Tuberous Sclerosis
RALY	Autism Spectrum Disorder
RALYL	Autism Spectrum Disorder
RAMP2-AS1	Glioma
RANBP2	Coma
RanBP6	Glioma
RANGAP1	Autism Spectrum Disorder
RANP7	Alzheimer's Disease
RAPGEF1	Alzheimer's Disease
RAPGEF6	Alzheimer's Disease
RARS2	Epilepsy, Pontocerebellar Hypoplasia
RASA3	Alzheimer's Disease
RASAL3	Alzheimer's Disease
RASD2	Huntington's Disease
RASGEF1A	Multiple Sclerosis
RASGRP1	Multiple Sclerosis
RASSF10	Glioma
RASSF2	Glioma
RASSF5	Cerebral Palsy
RAVER2	Glioma
RB1	Glioma
RBBP4P4	Alzheimer's Disease
RBBP8	Intracranial Aneurysm
RBFOX1	Alzheimer's Disease, Autism Spectrum Disorder, Intracranial Aneurysm
RBM11	Down Syndrome
RBM17	Multiple Sclerosis
RBM19	Alzheimer's Disease
RBM20	Alzheimer's Disease
RBM33	Alzheimer's Disease
RBM45	Multiple Sclerosis
RBM4	Down Syndrome
RBM5	Autism Spectrum Disorder
RBMS1	Amyotrophic Lateral Sclerosis
RBMS3	Alzheimer's Disease, Intracranial Aneurysm, Parkinson's Disease
RBP-Jk	Glioma
RBPJL	Alzheimer's Disease
RBSN	Autism Spectrum Disorder
RBX1	Autism Spectrum Disorder
RCAN1	Down Syndrome
RCAN2	Down Syndrome
RCAN3	Down Syndrome
RCL1	Multiple Sclerosis
RCOR1	Multiple Sclerosis
RD3	Autism Spectrum Disorder
RD3L	Autism Spectrum Disorder
RDX	Multiple Sclerosis
REEP2	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder
REG1A	Down Syndrome
REG4	Alzheimer's Disease, Glioma
RELB	Alzheimer's Disease
RELN	Alzheimer's Disease, Epilepsy, Multiple Sclerosis
RERE	Autism Spectrum Disorder, Epilepsy, Intellectual Disability, Parkinson's Disease
REST/CoREST-regulated lncRNAs	Huntington's Disease
RET	Neuroblastoma, Paraganglioma
RETREG3	Parkinson's Disease
RFC3	Alzheimer's Disease
RFC5P1	Alzheimer's Disease
RFK	Multiple Sclerosis
RFPL2	Alzheimer's Disease
RFT1	Autism Spectrum Disorder
RFTN2	Autism Spectrum Disorder, Stroke
RFX3	Glioma
RFX5	Alzheimer's Disease
RGCC	Multiple Sclerosis
RGL2	Alzheimer's Disease, Autism Spectrum Disorder
RGS14	Multiple Sclerosis
RGS1	Multiple Sclerosis
RGS21	Multiple Sclerosis
RGS6	Autism Spectrum Disorder, Intellectual Disability, Intracranial Aneurysm
RGS7	Autism Spectrum Disorder
RGS9BP	Alzheimer's Disease
RHBDF1	Alzheimer's Disease, Glioma
RHBDF2	Alzheimer's Disease
RHEB	Tuberous Sclerosis
RHOBTB2	Alzheimer's Disease
RHOH	Multiple Sclerosis
RIC8A	Meningioma
RILPL2	Autism Spectrum Disorder
RIMS1	Autism Spectrum Disorder, Parkinson's Disease
RIMS2	Autism Spectrum Disorder
RIN3	Alzheimer's Disease
RIPPLY3	Down Syndrome
RIT2	Autism Spectrum Disorder, Parkinson's Disease
RLN1	Glioma
RLN3	Glioma
RMI2	Multiple Sclerosis
RMND1	Epilepsy
RMST	Stroke
RN7SK	Multiple Sclerosis
RN7SKP141	Alzheimer's Disease
RN7SKP168	Alzheimer's Disease
RN7SKP27	Alzheimer's Disease
RN7SL271P	Alzheimer's Disease
RN7SL363P	Stroke
RN7SL474P	Parkinson's Disease
RN7SL509P	Stroke
RN7SL568P	Stroke
RN7SL636P	Alzheimer's Disease
RN7SL802P	Stroke
RN7SL813P	Parkinson's Disease
RN7SL825P	Alzheimer's Disease
RN7SL831P	Autism Spectrum Disorder
RNA5-8SP2	Alzheimer's Disease
RNA5SP127	Restless legs Syndrome
RNA5SP130	Glioma
RNA5SP189	Alzheimer's Disease
RNA5SP347	Amyotrophic Lateral Sclerosis
RNA5SP379	Alzheimer's Disease
RNA5SP459	Autism Spectrum Disorder
RNA5SP471	Narcolepsy
RNA5SP63	Autism Spectrum Disorder
RNASE2	Glioma
RNASEH1P1	Cerebral Palsy
RNASEH2A	Encephalitis
RNASEH2B	Encephalitis
RNASEH2C	Encephalitis
RNASEL	Multiple Sclerosis
RND2	Alzheimer's Disease
RNF115	Epilepsy
RNF11	Parkinson's Disease
RNF141	Parkinson's Disease
RNF144A	Intracranial Aneurysm
RNF166	Alzheimer's Disease
RNF19A	Parkinson's Disease
RNF19B	Alzheimer's Disease
RNF39	Autism Spectrum Disorder
RNF43	Alzheimer's Disease, Stroke
RNF4	Alzheimer's Disease, Huntington's Disease
RNF5	Autism Spectrum Disorder
RNF5P1	Autism Spectrum Disorder
RNF6	Alzheimer's Disease
RNF7	Autism Spectrum Disorder
RNF8	Restless legs Syndrome
RNFT2	Alzheimer's Disease
RNU1-138P	Parkinson's Disease
RNU1-61P	Autism Spectrum Disorder
RNU1-98P	Amyotrophic Lateral Sclerosis
RNU6-1032P	Intracranial Aneurysm
RNU6-1037P	Alzheimer's Disease
RNU6-1103P	Autism Spectrum Disorder
RNU6-1180P	Stroke
RNU6-19P	Multiple Sclerosis
RNU6-1	Glioma
RNU6-248P	Alzheimer's Disease
RNU6-261P	Alzheimer's Disease
RNU6-363P	Intracranial Aneurysm
RNU6-412P	Alzheimer's Disease
RNU6-478P	Alzheimer's Disease
RNU6-637P	Alzheimer's Disease
RNU6-649P	Alzheimer's Disease
RNU6-67P	Alzheimer's Disease
RNU6-682P	Autism Spectrum Disorder
RNU6-967P	Narcolepsy
RNU6-976P	Alzheimer's Disease, Autism Spectrum Disorder
RNU7-106P	Alzheimer's Disease
RNU7-159P	Stroke
RORA	Multiple Sclerosis
RP11-1029J19.4	Autism Spectrum Disorder
RP11-102N11.1	Neuroblastoma
RP11-1035H13.3	Alzheimer's Disease
RP11-114H23.1	Alzheimer's Disease
RP11-115K3.1	Autism Spectrum Disorder
RP11-118	Glioma
RP1-111C20.4	Alzheimer's Disease
RP11-122K13.7	Alzheimer's Disease
RP11-1252I4.2	Alzheimer's Disease
RP11-126K1.8	Alzheimer's Disease
RP11-126O1.5	Alzheimer's Disease
RP11-127L20.6	Autism Spectrum Disorder
RP11-128A17.1	Glioma
RP11-129B22.1	Alzheimer's Disease
RP11-12J10.3	Alzheimer's Disease
RP11-142A22.3	Glioma
RP11-146F11.5	Alzheimer's Disease
RP11-14H3.3	Alzheimer's Disease
RP11-151A10.3	Alzheimer's Disease
RP11-154D6.1	Cerebral Palsy
RP11-162I7	Parkinson's Disease
RP11-164H13.1	Alzheimer's Disease
RP11-168L7.3	Alzheimer's Disease
RP11-16N10.2	Alzheimer's Disease
RP11-170M17.1	Alzheimer's Disease
RP11-182N22.9	Alzheimer's Disease
RP11-190A12.10	Alzheimer's Disease
RP11-190A12.4	Alzheimer's Disease
RP11-190A12.7	Alzheimer's Disease
RP11-196G11.1	Alzheimer's Disease
RP11-196G11.3	Alzheimer's Disease
RP11-196H14.2	Autism Spectrum Disorder
RP11-20I23.1	Autism Spectrum Disorder
RP11-20I23.2	Autism Spectrum Disorder
RP11-20I23.3	Autism Spectrum Disorder
RP11-216L13.18	Alzheimer's Disease
RP11-219B17.1	Alzheimer's Disease
RP11-231C18.3	Alzheimer's Disease
RP11-239E10.2	Alzheimer's Disease
RP11-23F23.2	Alzheimer's Disease
RP11-247A12.2	Alzheimer's Disease
RP11-252K23.2	Intracranial Aneurysm
RP11-264B17.3	Alzheimer's Disease
RP11-269C23.3	Alzheimer's Disease
RP11-26J3.1	Alzheimer's Disease
RP11-276H1.3	Alzheimer's Disease
RP11-27N21.3	Alzheimer's Disease
RP11-297K7.2	Alzheimer's Disease
RP11-2N1.2	Alzheimer's Disease
RP11-306I1.2	Alzheimer's Disease
RP11-307N16.6	Alzheimer's Disease
RP11-309N17.4	Alzheimer's Disease
RP11-310N16.1	Autism Spectrum Disorder
RP11-319G9.5	Alzheimer's Disease
RP11-335L23.3	Alzheimer's Disease
RP11-335O13.7	Alzheimer's Disease
RP11-33N16.3	Alzheimer's Disease
RP11-342M3.5	Alzheimer's Disease, Autism Spectrum Disorder
RP11-34F20.7	Alzheimer's Disease
RP11-359E8.3	Autism Spectrum Disorder
RP11-363N22.3	Alzheimer's Disease
RP11-367G18.1	Alzheimer's Disease
RP11-374C13.1	Neuroblastoma
RP11-375D13.2	Alzheimer's Disease
RP11-385E5.3	Alzheimer's Disease
RP11-385E5.4	Alzheimer's Disease
RP11-385E5.8	Alzheimer's Disease
RP11-407B7.1	Alzheimer's Disease
RP11-407B7.3	Alzheimer's Disease
RP11-417N10.4	Autism Spectrum Disorder
RP11-423H2.1	Alzheimer's Disease
RP11-423H2.3	Alzheimer's Disease
RP11-437L7.1	Alzheimer's Disease
RP11-444E17.6	Alzheimer's Disease
RP11-452H21.1	Alzheimer's Disease
RP11-454P7.3	Alzheimer's Disease
RP11-459C13.1	Alzheimer's Disease
RP11-45P15.5	Alzheimer's Disease
RP11-465B22.5	Autism Spectrum Disorder
RP11-492M23.1	Alzheimer's Disease
RP11-495P10.3	Alzheimer's Disease
RP11-505E24.2	Alzheimer's Disease
RP11-508N22.2	Alzheimer's Disease
RP11-510C10.4	Alzheimer's Disease
RP11-513O17.2	Alzheimer's Disease
RP11-513O17.3	Alzheimer's Disease
RP11-517I3.1	Alzheimer's Disease
RP11-536C5.2	Autism Spectrum Disorder
RP11-554D14.6	Alzheimer's Disease
RP11-558F24.4	Alzheimer's Disease
RP11-564D11.3	Alzheimer's Disease
RP11-576D8.4	Cerebral Palsy
RP11-58H20.3	Alzheimer's Disease
RP11-613D13.5	Alzheimer's Disease
RP11-624M8.1	Alzheimer's Disease
RP11-630C16	Parkinson's Disease
RP11-637O19.3	Autism Spectrum Disorder
RP1-167G20.1	Autism Spectrum Disorder
RP11-689B22.2	Alzheimer's Disease
RP11-691N7.6	Alzheimer's Disease
RP11-6O2.4	Alzheimer's Disease
RP11-726G23.11	Alzheimer's Disease
RP11-726G23.2	Alzheimer's Disease
RP11-76N22.3	Narcolepsy
RP11-771O11.3	Alzheimer's Disease
RP11-798K3.2	Alzheimer's Disease
RP11-809O17.1	Alzheimer's Disease
RP11-80F22.14	Alzheimer's Disease
RP11-80F22.15	Alzheimer's Disease
RP11-814P5.1	Alzheimer's Disease
RP11-830F9.6	Alzheimer's Disease
RP11-867G23.13	Cerebral Palsy
RP11-887P2.1	Alzheimer's Disease
RP11-887P2.5	Alzheimer's Disease
RP11-930P14.1	Alzheimer's Disease
RP11-94C24.6	Alzheimer's Disease
RP11-961A15.1	Alzheimer's Disease
RP11-977G19.10	Alzheimer's Disease
RP11-977G19.11	Alzheimer's Disease
RP11-97N10.1	Alzheimer's Disease
RP13-143G15.4	Autism Spectrum Disorder
RP1-34M23.5	Alzheimer's Disease
RP13-516M14.10	Alzheimer's Disease
RP13-614K11.1	Neuroblastoma
RP1-93H18.7	Alzheimer's Disease
RP1L1	Alzheimer's Disease, Autism Spectrum Disorder
RP3-340N1.6	Alzheimer's Disease
RP3-406A7.3	Alzheimer's Disease
RP3-467L1.4	Alzheimer's Disease
RP4-535B20.1	Autism Spectrum Disorder
RP4-614C10.2	Alzheimer's Disease
RP4-622L5.7	Alzheimer's Disease
RP4-635E18.7	Glioma
RP4-713A8.1	Alzheimer's Disease
RP4-728D4.2	Alzheimer's Disease
RP4-745E8.2	Alzheimer's Disease
RP4-761J14.9	Alzheimer's Disease
RP5-1029K10.2	Alzheimer's Disease
RP5-1125A11.1	Autism Spectrum Disorder
RP5-1169K15.1	Alzheimer's Disease
RP5-965G21.5	Autism Spectrum Disorder
RPAP2	Multiple Sclerosis
RPL10A	Glioma
RPL10	Autism Spectrum Disorder, Intellectual Disability
RPL10P2	Autism Spectrum Disorder
RPL12P37	Alzheimer's Disease
RPL13AP25	Amyotrophic Lateral Sclerosis
RPL13AP7	Alzheimer's Disease
RPL13P	Alzheimer's Disease
RPL15P2	Alzheimer's Disease
RPL34P19	Alzheimer's Disease
RPL34P29	Alzheimer's Disease
RPL36AP26	Stroke
RPL3P8	Alzheimer's Disease
RPL5	Multiple Sclerosis
RPL5P26	Alzheimer's Disease
RPL7AP36	Alzheimer's Disease
RPP21	Autism Spectrum Disorder
RPS10P21	Stroke
RPS12	Parkinson's Disease
RPS14P7	Narcolepsy
RPS15A	Alzheimer's Disease
RPS17P2	Alzheimer's Disease
RPS18	Autism Spectrum Disorder
RPS19P1	Alzheimer's Disease
RPS27P10	Alzheimer's Disease
RPS4XP18	Intracranial Aneurysm
RPS6KA2	Alzheimer's Disease
RPS6KA5	Multiple Sclerosis
RPS6KB1	Multiple Sclerosis
RPS6KL1	Parkinson's Disease
RPS9	Alzheimer's Disease
RPTN	Neuroblastoma
RRAS2	Alzheimer's Disease, Multiple Sclerosis
RREB1	Alzheimer's Disease, Multiple Sclerosis
RRP1B	Spinocerebellar Ataxia
RSL24D1P1	Parkinson's Disease
RSPH9	Intracranial Aneurysm
RSRC1	Autism Spectrum Disorder, Glioma
RSU1	Autism Spectrum Disorder
RTEL1	Glioma
RTEL1-TNFRSF6B	Glioma
RTK	Glioma
RTN3	Autism Spectrum Disorder
RTN4	Alzheimer's Disease, Autism Spectrum Disorder
RTP5	Autism Spectrum Disorder
RUNX1	Stroke
RUNX1T1	Tourette Syndrome
RUNX2	Alzheimer's Disease
RUNX3	Multiple Sclerosis
S100G	Autism Spectrum Disorder
S100	Glioma
S1PR1	Multiple Sclerosis
SACS	Epilepsy
SAE1	Multiple Sclerosis
SALL4	Neuroblastoma
SALL4P5	Alzheimer's Disease
SAMD12-AS1	Neuroblastoma
SAMD12	Multiple Sclerosis
SAMD14	Alzheimer's Disease
SAMHD1	Encephalitis
SAP30L	Alzheimer's Disease
SAPCD1-AS1	Autism Spectrum Disorder, Glioma
SAPCD1	Autism Spectrum Disorder
SARM1	Amyotrophic Lateral Sclerosis
SART3	Glioma
SASH1	Alzheimer's Disease
SATB1-AS1	Multiple Sclerosis
SATB1	Glioma, Parkinson's Disease
SATB2	Autism Spectrum Disorder, Intellectual Disability
SBF2	Charcot-Marie-Tooth Disease
SBNO1	Autism Spectrum Disorder
SCAANT1-AS	Spinocerebellar Ataxia
SCAANT1	Spinocerebellar Ataxia
SCAF11	Multiple Sclerosis, Parkinson's Disease
SCAMP2	Multiple Sclerosis
SCAMP3	Gaucher Disease
SCAND2P	Autism Spectrum Disorder
SCARA3	Autism Spectrum Disorder
SCARB1	Alzheimer's Disease
SCARB2	Epilepsy, Parkinson's Disease
SCARF1	Intracranial Aneurysm
SCD	Glioma
SCFD1	Amyotrophic Lateral Sclerosis
SCGB3A2	Alzheimer's Disease
SCGN	Autism Spectrum Disorder
SCIMP	Alzheimer's Disease
SCN1A	Autism Spectrum Disorder, Epilepsy, Generalized Epilepsy with Febrile Seizures Plus
SCN1B	Epilepsy, Generalized Epilepsy with Febrile Seizures Plus
SCN2A	Autism Spectrum Disorder, Epilepsy, Generalized Epilepsy with Febrile Seizures Plus
SCN3A	Autism Spectrum Disorder, Epilepsy, Parkinson's Disease
SCN7A	Amyotrophic Lateral Sclerosis
SCN8A	Epilepsy, Intellectual Disability
SCN9A	Generalized Epilepsy with Febrile Seizures Plus
SCO2	Multiple Sclerosis
SCUBE2	Alzheimer's Disease
SDCBP	Autism Spectrum Disorder
SDF-1	Glioma
SDHA	Dystonia
SDHAF1	Alzheimer's Disease, Dystonia
SDK1	Alzheimer's Disease
SDR42E2	Alzheimer's Disease
SDR9C7	Alzheimer's Disease
SEC11A	Autism Spectrum Disorder
Sec11C	Alzheimer's Disease
SEC13	Autism Spectrum Disorder
SEC14L1	Alzheimer's Disease
SEC14L3	Alzheimer's Disease
SEC16B	Amyotrophic Lateral Sclerosis
SELENOH	Autism Spectrum Disorder
SELENON	Muscular Dystrophy
SELL	Amyotrophic Lateral Sclerosis
SELP	Stroke
SEMA3A	Autism Spectrum Disorder, Stroke
SEMA3G	Autism Spectrum Disorder
SEMA4A	Parkinson's Disease
SEMA4D	Alzheimer's Disease
SEMA5A	Autism Spectrum Disorder, Parkinson's Disease
SEMA6A	Amyotrophic Lateral Sclerosis
SEMA6D	Restless legs Syndrome
SENP7	Alzheimer's Disease
SEPT5-GP1BB	Alzheimer's Disease
SEPTIN14	Glioma
SEPTIN3	Autism Spectrum Disorder
SEPTIN5	Alzheimer's Disease, Parkinson's Disease
SERINC5	Alzheimer's Disease
SERPINA10	Neuroblastoma
SERPINA1	Autism Spectrum Disorder
SERPINA2	Autism Spectrum Disorder
SERPINA3	Alzheimer's Disease, Glioma
SERPING1	Autism Spectrum Disorder
SERPINI1	Autism Spectrum Disorder
SETBP1	Restless legs Syndrome
SETD1A	Multiple Sclerosis, Parkinson's Disease
SETD2	Huntington's Disease
SETD5	Intellectual Disability
SETD6	Autism Spectrum Disorder
SETD7	Alzheimer's Disease
SETD9	Alzheimer's Disease
SETDB1	Huntington's Disease
SETX	Motor Neurone Disease
SEZ6L2	Autism Spectrum Disorder
SF3B1	Autism Spectrum Disorder
SFMBT1	Autism Spectrum Disorder, Multiple Sclerosis
SFRP2	Glioma
SFSWAP	Alzheimer's Disease
SFT2D2	Alzheimer's Disease
SFTA2	Autism Spectrum Disorder
SFXN2	Autism Spectrum Disorder, Parkinson's Disease
SFXN4	Glioma, Stroke
SFXN5	Autism Spectrum Disorder
SGCA	Muscular Dystrophy
SGCB	Muscular Dystrophy
SGCD	Multiple Sclerosis, Muscular Dystrophy
SGCE	Dystonia, Muscular Dystrophy
SGCG	Muscular Dystrophy
SGK1	Alzheimer's Disease
SGK3	Alzheimer's Disease
SGO1-AS1	Autism Spectrum Disorder
SGSM2	Autism Spectrum Disorder, Multiple Sclerosis
SH2B3	Alzheimer's Disease, Multiple Sclerosis, Stroke
SH2D4B	Alzheimer's Disease
SH3BP2	Huntington's Disease, Multiple Sclerosis
SH3GL2	Multiple Sclerosis, Parkinson's Disease
SH3PXD2A	Alzheimer's Disease, Stroke
SH3PXD2B	Alzheimer's Disease
SH3RF1	Alzheimer's Disease
SH3TC1	Alzheimer's Disease
SH3TC2	Charcot-Marie-Tooth Disease
SHANK3	Autism Spectrum Disorder
SHC3	Autism Spectrum Disorder
SHISA9	Autism Spectrum Disorder
SHMT1	Multiple Sclerosis
SHMT2	Autism Spectrum Disorder
SHTN1	Autism Spectrum Disorder
SIAH1	Parkinson's Disease
SIDT1	Multiple Sclerosis
SIK1	Alzheimer's Disease, Epilepsy
SIM1	Down Syndrome
SIM2	Down Syndrome
SIN3A	Intellectual Disability
SIPA1L2	Alzheimer's Disease, Parkinson's Disease
SIRPG	Intracranial Aneurysm
SIRT2	Glioma
SKAP2	Multiple Sclerosis
SKIV2L	Autism Spectrum Disorder
SKOR1	Restless legs Syndrome
SLAMF1	Multiple Sclerosis
SLAMF6	Alzheimer's Disease, Multiple Sclerosis
SLAMF7	Multiple Sclerosis
SLA	Multiple Sclerosis
SLC12A6	Agenesis Corpus Callosum
SLC14A2	Alzheimer's Disease
SLC15A2	Multiple Sclerosis
SLC15A4	Alzheimer's Disease
SLC16A1	Glioma
SLC16A2	Dystonia
SLC16A3	Alzheimer's Disease
SLC16A8	Glioma
SLC17A1	Autism Spectrum Disorder
SLC17A2	Autism Spectrum Disorder
SLC17A3	Autism Spectrum Disorder
SLC17A4	Autism Spectrum Disorder
SLC17A6	Autism Spectrum Disorder
SLC18A1	Amyotrophic Lateral Sclerosis
SLC19A3	Dystonia
SLC1A2	Amyotrophic Lateral Sclerosis
SLC1A4	Intellectual Disability
SLC22A18AS	Autism Spectrum Disorder
SLC22A4	Intracranial Aneurysm
SLC22A5	Intracranial Aneurysm
SLC22A7	Autism Spectrum Disorder, Stroke
SLC24A3	Intracranial Aneurysm
SLC24A4	Alzheimer's Disease
SLC25A13	Coma
SLC25A15	Coma
SLC25A17	Autism Spectrum Disorder
SLC25A20	Coma
SLC25A22	Epilepsy
SLC25A26	Glioma
SLC25A27	Autism Spectrum Disorder
SLC25A36	Multiple Sclerosis
SLC25A37	Alzheimer's Disease
SLC25A6P5	Alzheimer's Disease
SLC28A1	Alzheimer's Disease, Autism Spectrum Disorder
SLC29A3	Alzheimer's Disease
SLC2A13	Alzheimer's Disease, Parkinson's Disease
SLC2A14	Intracranial Aneurysm
SLC2A1	Dystonia, Epilepsy
SLC2A3	Glioma
SLC2A4A	Alzheimer's Disease
SLC2A4RG	Huntington's Disease, Multiple Sclerosis
SLC2A5	Alzheimer's Disease
SLC2A9	Alzheimer's Disease
SLC30A7	Multiple Sclerosis
SLC34A3	Cerebral Palsy
SLC35A2	Epilepsy
SLC35F2	Autism Spectrum Disorder
SLC35F3	Intracranial Aneurysm
SLC35G2	Autism Spectrum Disorder
SLC39A11	Amyotrophic Lateral Sclerosis
SLC39A8	Alzheimer's Disease, Autism Spectrum Disorder, Parkinson's Disease
SLC41A1	Parkinson's Disease
SLC44A2	Multiple Sclerosis
SLC44A4	Autism Spectrum Disorder, Parkinson's Disease
SLC45A1	Autism Spectrum Disorder
SLC45A3	Parkinson's Disease
SLC47A1	Intracranial Aneurysm
SLC4A1AP	Alzheimer's Disease
SLC4A8	Alzheimer's Disease
SLC52A2	Autism Spectrum Disorder
SLC5A4-AS1	Intracranial Aneurysm
SLC6A16	Multiple Sclerosis
SLC6A3	Attention Deficit Hyperactivity Disorder
SLC6A8	Intellectual Disability
SLC6A9	Autism Spectrum Disorder
SLC7A10	Multiple Sclerosis
SLC7A2-IT1A/B	Progressive Encephalopathy with Severe infantile Anorexia
SLC7A5	Alzheimer's Disease, Autism Spectrum Disorder
SLC7A6OS	Multiple Sclerosis
SLC7A7	Coma
SLC8A1-AS1	Alzheimer's Disease
SLC9A3R1	Glioma
SLC9A6	Epilepsy, Intellectual Disability
SLC9A8	Multiple Sclerosis
SLC9A9	Attention Deficit Hyperactivity Disorder, Autism Spectrum Disorder
SLC9B1	Multiple Sclerosis
SLCO1B3	Parkinson's Disease
SLCO4A1	Alzheimer's Disease
SLIT1	Alzheimer's Disease
SLITRK1	Tourette Syndrome
SLK	Neuroblastoma
SLURP1	Hydrocephalus
SMAD3	Restless legs Syndrome
SMAD4	Glioma
SMAD6	Glioma
SMARCA2	Autism Spectrum Disorder, Parkinson's Disease
SMARCA4	Glioma, Multiple Sclerosis, Stroke
SMARCE1P4	Alzheimer's Disease
SMC1A	Epilepsy, Intellectual Disability
SMC4P1	Alzheimer's Disease
SMCR2	Smith-Magenis Syndrome
SMCR5	Smith-Magenis Syndrome
SMCR6	Smith-Magenis Syndrome
SMDT1	Autism Spectrum Disorder
SMG6	Autism Spectrum Disorder, Multiple Sclerosis
SMILR	Alzheimer's Disease
SMIM11A	Down Syndrome
SMIM12	Alzheimer's Disease
SMIM15	Autism Spectrum Disorder
SMIM21	Autism Spectrum Disorder
SMIM29	Multiple Sclerosis
SMIM2-AS1	Amyotrophic Lateral Sclerosis
SMIM30	Major Depression Disorder
SMIM4	Autism Spectrum Disorder
SMLR1	Neuroblastoma
SMOC1	Glioma
SMO	Glioma
SMOM2	Glioma
SMTNL2	Alzheimer's Disease
SMURF1	Alzheimer's Disease
SMYD3	Alzheimer's Disease
SNAP91	Autism Spectrum Disorder
SNAR-I	Alzheimer's Disease
SNCA	Alzheimer's Disease, Dementia (Non Alzheimer), Dysautonomia, Parkinson's Disease
SNCAIP	Dysautonomia, Parkinson's Disease
SNCB	Alzheimer's Disease, Parkinson's Disease
SND1	Alzheimer's Disease
SNHG14	Alzheimer's Disease, Angelman Syndrome, Cerebral infarction, Prader-Willi Syndrome
SNHG18	Glioma
SNHG1	Glioma, Neuroblastoma, Parkinson's Disease
SNHG20	Glioma
SNHG32	Autism Spectrum Disorder
SNHG3	Alzheimer's Disease
SNORA105A	Autism Spectrum Disorder
SNORA105B	Autism Spectrum Disorder
SNORA28	Autism Spectrum Disorder
SNORA38	Autism Spectrum Disorder
SNORA46	Autism Spectrum Disorder
SNORA50A	Autism Spectrum Disorder
SNORC	Autism Spectrum Disorder
SNORD117	Autism Spectrum Disorder
SNORD128	Autism Spectrum Disorder
SNORD136	Autism Spectrum Disorder
SNORD140	Autism Spectrum Disorder
SNORD19	Autism Spectrum Disorder
SNORD19B	Autism Spectrum Disorder
SNORD32B	Autism Spectrum Disorder
SNORD48	Autism Spectrum Disorder
SNORD52	Autism Spectrum Disorder
SNORD63	Autism Spectrum Disorder
SNORD67	Autism Spectrum Disorder
SNORD69	Autism Spectrum Disorder
SNORD84	Autism Spectrum Disorder
SNORD91A	Autism Spectrum Disorder
SNORD91B	Autism Spectrum Disorder
snoU13	Alzheimer's Disease
snoZ6	Alzheimer's Disease
SNRNP200	Autism Spectrum Disorder
SNRNP27	Alzheimer's Disease
SNRPB	Cerebrocostomandibular Syndrome
SNRPG	Alzheimer's Disease
SNRPN	Prader-Willi Syndrome
SNX13	Parkinson's Disease
SNX14	Intellectual Disability
SNX19	Autism Spectrum Disorder
SNX29	Alzheimer's Disease
SNX31	Alzheimer's Disease
SNX8	Autism Spectrum Disorder
SNX9	Alzheimer's Disease
SOAT1	Glioma
SOBP	Alzheimer's Disease, Intellectual Disability
SOCS1	Multiple Sclerosis
SOCS2	Alzheimer's Disease
SOD1	Amyotrophic Lateral Sclerosis, Motor Neurone Disease
SON	Epilepsy, Intellectual Disability
SORBS1	Autism Spectrum Disorder
SORBS3	Alzheimer's Disease, Parkinson's Disease
SORCS3	Alzheimer's Disease, Autism Spectrum Disorder
SORD	Alzheimer's Disease
SORL1	Alzheimer's Disease
SOX10	Glioma
SOX14	Alzheimer's Disease
SOX17	Intracranial Aneurysm
SOX21-AS1	Glioma
SOX21	Glioma
SOX2	Glioma
SOX2-OT	Alzheimer's Disease, Glioma, Neurodevelopmental Disability
SOX7	Autism Spectrum Disorder, Intracranial Aneurysm
SOX8	Multiple Sclerosis
SOX9	Glioma
SP140	Multiple Sclerosis
SP6	Alzheimer's Disease
SPATA13	Alzheimer's Disease
SPATA31D1	Autism Spectrum Disorder
SPATA31D3	Autism Spectrum Disorder
SPATA31D4	Autism Spectrum Disorder
SPATA31D5P	Autism Spectrum Disorder
SPATA48	Alzheimer's Disease, Multiple Sclerosis
SPATC1	Alzheimer's Disease
SPATS2L	Autism Spectrum Disorder
SPCS1	Autism Spectrum Disorder
SPCS3	Intracranial Aneurysm
SPDYA	Glioma
SPEG	Alzheimer's Disease
SPG7	Alzheimer's Disease, Glioma
SPI1	Alzheimer's Disease, Cerebral Palsy
SPINK2	Stroke
SPIRE2	Neuroblastoma
SPNS1	Alzheimer's Disease
SPNS2	Alzheimer's Disease
SPOCK1	Intellectual Disability, Neuroblastoma
SPON1	Alzheimer's Disease
SPOP	Glioma
SPPL2A	Alzheimer's Disease
SPPL2B	Parkinson's Disease
SPPL2C	Parkinson's Disease
SPR	Dystonia
SPRED2	Alzheimer's Disease, Multiple Sclerosis
SPRY2	Glioma
SPRY4-IT1	Glioma
SPSB4	Stroke
SPTAN1	Epilepsy
SPTLC1	Charcot-Marie-Tooth Disease
